word,occurences
arrears,1
downward,1
spiral,1
pathetic,1
spill,1
leftover,1
sachin,1
flooding,1
comex,1
crudes,1
sync,1
fan,1
dhanteras,1
imposes,1
crossing,1
downbeat,1
revision,1
dtc,1
lukewarm,1
pacts,1
pair,1
deflation,1
stutter,1
foxed,1
unwind,1
5100,1
forecasters,1
8pc,1
greeks,1
carnage,1
hefty,1
unnerves,1
plumb,1
477,1
kapas,1
koutons,1
mahesh,1
kothari,1
defaulter,1
maintaining,1
masket,1
mastek,1
aviodance,1
inputs,1
sticky,1
fundamental,1
amc,1
gutka,1
spirals,1
shorter,1
retest,1
6650,1
languishing,1
pockets,1
sliding,1
harvest,1
lipitor,1
unfavourable,1
favourable,1
scrips,1
shalimar,1
sobha,1
uncompetitive,1
stumble,1
cdr,1
tbz,1
23pc,1
stoke,1
tin,1
smelting,1
transglobal,1
sapped,1
inaction,1
punters,1
augur,1
scars,1
slr,1
outweigh,1
disruptions,1
qoq,1
611,1
mode,1
drying,1
dgh,1
cancels,1
acre,1
allotment,1
elara,1
falters,1
saps,1
appetite,1
deeper,1
undermine,1
dredging,1
severe,1
rages,1
hardening,1
nris,1
327,1
realisations,1
mainland,1
indonesian,1
550,1
topline,1
nosedives,1
bunds,1
482,1
pending,1
